1,서울특별시 은평구 대조동 15-58,서울 은평구 통일로65길 12-6,3397,126.929644951986,37.6093890471488,4.00,
2,서울특별시 동대문구 청량리동 216,서울 동대문구 약령시로21가길 35,2484,127.045181827784,37.5850023480719,3.15,
3,서울특별시 종로구 숭인동 1388,서울 종로구 난계로 251,3116,127.022826400768,37.5740392768731,1.16,
4,서울특별시 동작구 상도동 279-65,서울 동작구 성대로6바길 38,7044,126.936551087961,37.4950348728059,2.50,
5,서울특별시 강동구 천호동 432-10,서울 강동구 올림픽로 659,5248,127.123508352175,37.5403063531536,1.97,
6,서울특별시 중랑구 상봉동 252-8,서울 중랑구 상봉중앙로8길 8,2082,127.087802637503,37.6012742145699,1.71,
7,서울특별시 성북구 정릉동 1033,서울 성북구 북악산로 742-12,2826,127.010672609588,37.6000207685188,8.00,
9,서울특별시 관악구 봉천동 1684-1,서울 관악구 행운4길 50,8742,126.961874120917,37.4790393510396,0.95,
10,서울특별시 금천구 가산동 776,서울 금천구 가산디지털2로 127-33,8505,126.877794803331,37.4784200758892,1.10,
11,서울특별시 동작구 상도동 356-110,서울 동작구 상도로17길 30,6951,126.933643395037,37.5031003434873,2.39,
12,서울특별시 강남구 자곡동 600,서울 강남구 자곡로 191,6372,127.10380188531,37.4749869011356,3.30,
13,서울특별시 중랑구 중화동 308-76,서울 중랑구 동일로139다길 18,2015,127.076542952663,37.6040744930159,3.20,
14,서울특별시 서초구 신원동 662,서울 서초구 청계산로 217,6802,127.0573609506,37.4462684500146,1.80,
15,서울특별시 성북구 종암동 80,서울 성북구 종암로25길 30,2803,127.030155293619,37.6009876756256,7.65,
16,서울특별시 동작구 사당동 1133,서울 동작구 사당로23바길 9,7002,126.970474216959,37.4890992307068,11.50,
17,서울특별시 은평구 신사동 8-7,서울 은평구 갈현로2가길 12,3423,126.910807855962,37.5994874095265,2.64,
18,서울특별시 송파구 문정동 620,서울 송파구 새말로 62,5841,127.121248224395,37.4807635042424,2.35,
19,서울특별시 양천구 신정동 966-5,서울 양천구 중앙로48길 26,8026,126.854326053851,37.5234943696629,2.75,
20,서울특별시 마포구 망원동 408-7,서울 마포구 망원로2길 41,4007,126.901788981855,37.5550024117882,2.45,
21,서울특별시 중랑구 면목동 129-90,서울 중랑구 면목로79길 20,2146,127.085874959337,37.5902840807158,2.79,
22,서울특별시 관악구 봉천동 725-4,서울 관악구 보라매로 47,8708,126.92681705115,37.4938027033508,1.31,
23,서울특별시 서대문구 홍제동 8-72,서울 서대문구 문화촌길 109,3622,126.951488620437,37.5920337236505,1.20,
24,서울특별시 중랑구 망우동 508-2,서울 중랑구 망우로60길 37,2169,127.09435630179,37.5971250506169,1.00,
25,서울특별시 관악구 봉천동 1534-27,서울 관악구 장군봉13길 29,8784,126.940330489427,37.480286892598,4.35,
26,서울특별시 은평구 진관동 100-3,서울 은평구 통일로 1010,3311,126.918575956776,37.6327721919462,1.23,
27,서울특별시 관악구 봉천동 1733,서울 관악구 참숯1길 19,8830,126.941752107316,37.4783897162813,14.10,
28,서울특별시 마포구 아현동 331-29,서울 마포구 신촌로32길 3-8,4115,126.953633822374,37.5568427253796,3.55,
29,서울특별시 강서구 마곡동 776,서울 강서구 마곡동로10길 23,7791,126.839375312516,37.5686012057916,3.48,
30,서울특별시 동대문구 휘경동 330,서울 동대문구 이문로 22,2446,127.055758608481,37.5896379379848,1.50,
31,서울특별시 광진구 자양동 218-3,서울 광진구 아차산로46가길 26,5055,127.082299886108,37.5360966604682,6.60,
32,서울특별시 서대문구 대현동 37-32,서울 서대문구 이화여대5길 35,3766,126.943757842683,37.5581310947852,1.90,
33,서울특별시 구로구 구로동 106-4,서울 구로구 공원로 3,8298,126.892340359931,37.4977389416336,1.00,
34,서울특별시 강서구 화곡동 373-32,서울 강서구 월정로30가길 12,7761,126.836907284175,37.5345682357153,2.70,
35,서울특별시 도봉구 도봉동 593-37,서울 도봉구 도봉로167길 38,1306,127.042295462985,37.6781834723917,4.00,
36,서울특별시 영등포구 양평동2가 1-2,서울 영등포구 선유서로 61,7278,126.884528107981,37.5213298546675,5.05,
37,서울특별시 강북구 수유동 279-74,서울 강북구 한천로 1174,1044,127.015318241122,37.648238745425,1.20,
38,서울특별시 양천구 목동 42-6,서울 양천구 목동중앙본로26길 30,7974,126.871383605643,37.5424687943947,3.15,
39,서울특별시 영등포구 여의도동 51,서울 영등포구 국제금융로 109,7344,126.934252752973,37.5197277260868,19.50,
40,서울특별시 도봉구 방학동 406-6,서울 도봉구 시루봉로15길 76,1314,127.030100281386,37.6692951782376,0.97,
41,서울특별시 구로구 구로동 97-10,서울 구로구 구로중앙로18길 53,8302,126.891965086918,37.4961273296972,2.30,
42,서울특별시 영등포구 여의도동 32,서울 영등포구 국제금융로7길 1,7339,126.930795195012,37.5231044207595,27.90,
43,서울특별시 중랑구 망우동 402-128,서울 중랑구 망우로68길 51,2180,127.101144905121,37.5976028098815,2.55,
44,서울특별시 강남구 자곡동 669,서울 강남구 밤고개로 219,6370,127.107021158484,37.4747547222638,1.55,
45,서울특별시 서대문구 합동 116,서울 서대문구 서소문로 45,3741,126.96621646777,37.5613019760082,2.50,
46,서울특별시 강북구 수유동 276-15,서울 강북구 삼양로130길 9-9,1037,127.015442318092,37.6471351145358,1.60,
47,서울특별시 동작구 흑석동 328,서울 동작구 서달로1길 17,6976,126.958695268933,37.5003956774642,9.90,
48,서울특별시 강서구 화곡동 1045-37,서울 강서구 화곡로19길 13-3,7712,126.835831435712,37.5416831981649,1.45,
49,서울특별시 강북구 수유동 738,서울 강북구 노해로 104,1051,127.023870344817,37.6445590590155,2.55,
50,서울특별시 구로구 항동 241,서울 구로구 항동로 42,8368,126.826049153125,37.4779939218141,5.60,
51,서울특별시 마포구 성산동 646-7,서울 마포구 월드컵로20길 21-11,3996,126.910449834811,37.5581428762097,4.40,
52,서울특별시 은평구 신사동 287-1,서울 은평구 갈현로3길 45,3434,126.905087022444,37.6005169243178,1.98,
53,서울특별시 영등포구 문래동5가 23-4,서울 영등포구 선유서로 15,7284,126.883840867417,37.5171871812716,1.10,
54,서울특별시 구로구 구로동 104-6,서울 구로구 가마산로27길 11-7,8301,126.891380963828,37.4971738534007,1.20,
55,서울특별시 종로구 숭인동 76,서울 종로구 종로 347,3113,127.016177810477,37.5738517068991,2.60,
56,서울특별시 마포구 성산동 590-5,서울 마포구 월드컵로34길 13,3938,126.903522691468,37.565433957785,1.30,
57,서울특별시 송파구 거여동 696,서울 송파구 오금로 551,5764,127.150146674183,37.4939016894152,13.50,
58,서울특별시 강북구 수유동 230-7,서울 강북구 도봉로 313,1073,127.023434164093,37.6364431672039,1.33,
59,서울특별시 구로구 구로동 170-18,서울 구로구 도림로20가길 29,8371,126.893318350096,37.4881042819402,2.97,
60,서울특별시 동작구 상도동 279-83,서울 동작구 성대로6바길 9,7044,126.935607787182,37.4961850380083,4.10,
61,서울특별시 강북구 미아동 791-1514,서울 강북구 인수봉로20가길 9,1107,127.012805315798,37.6260230940026,1.40,
62,서울특별시 강서구 염창동 249-9,서울 강서구 양천로 691-7,7540,126.873248156239,37.5506864745661,2.25,
63,서울특별시 동대문구 전농동 597-11,서울 동대문구 왕산로 244,2554,127.048948275543,37.5827880069986,1.42,
64,서울특별시 영등포구 대림동 1127,서울 영등포구 신길로 29,7440,126.90677940214,37.4943934373007,12.25,
65,서울특별시 송파구 가락동 913,서울 송파구 송파대로 345,5698,127.107103026758,37.4974199508211,23.70,
66,서울특별시 중랑구 면목동 1531,서울 중랑구 겸재로30길 42,2217,127.084126489209,37.5868340887344,7.23,
