location_no,property_jibun_juso,property_doro_juso,zipcode,x_coordinate,y_coordinate,formated_price,jibun_juso
1745,관악구 봉천동 870-12,서울 관악구 남부순환로 1805,8758,126.95084215045,37.4817934451358,1.57,서울특별시관악구 봉천동 870-12
1746,관악구 봉천동 875-1,서울 관악구 남부순환로 1802,8786,126.95033292025,37.4812783056077,1.59,서울특별시관악구 봉천동 875-1
1747,관악구 봉천동 875-10,서울 관악구 남부순환로 1798,8786,126.94987212893,37.4812081026184,1.30,서울특별시관악구 봉천동 875-10
1748,관악구 봉천동 877-35,서울 관악구 남부순환로218길 28,8786,126.950134896882,37.4801669177197,4.50,서울특별시관악구 봉천동 877-35
1749,관악구 봉천동 886-23,서울 관악구 봉천로43길 13,8748,126.948467571076,37.4838385338828,2.80,서울특별시관악구 봉천동 886-23
1750,관악구 봉천동 893-12,서울 관악구 남부순환로 1773,8758,126.947375018938,37.4822302925223,1.34,서울특별시관악구 봉천동 893-12
1751,관악구 봉천동 903-11,서울 관악구 은천로 72-6,8750,126.943210349212,37.486115134345,1.75,서울특별시관악구 봉천동 903-11
1752,관악구 봉천동 969-51,서울 관악구 봉천로 265-1,8720,126.931038051541,37.4884555117845,1.25,서울특별시관악구 봉천동 969-51
1753,관악구 신림동 10-232,서울 관악구 남부순환로186가길 21,8779,126.93305248647,37.4833268708042,2.80,서울특별시관악구 신림동 10-232
1754,관악구 신림동 105-41,서울 관악구 복은2길 9,8837,126.936542318635,37.4739864120475,3.05,서울특별시관악구 신림동 105-41
1755,관악구 신림동 107-17,서울 관악구 신림로28길 3,8838,126.935336826982,37.4737649209535,3.20,서울특별시관악구 신림동 107-17
1756,관악구 신림동 11-8,서울 관악구 남부순환로182길 30,8777,126.931525723835,37.4828895472982,3.05,서울특별시관악구 신림동 11-8
1757,관악구 신림동 125-16,서울 관악구 신림로14길 37,8837,126.938934856274,37.4723938759727,2.95,서울특별시관악구 신림동 125-16
1758,관악구 신림동 1421-29,서울 관악구 신림로 344,8754,126.929962316318,37.4851493510456,1.61,서울특별시관악구 신림동 1421-29
1759,관악구 신림동 1425-4,서울 관악구 봉천로12길 28,8753,126.929494339284,37.487426640839,0.80,서울특별시관악구 신림동 1425-4
1760,관악구 신림동 1462-34,서울 관악구 관천로 82-1,8759,126.924328340674,37.4863325947138,1.00,서울특별시관악구 신림동 1462-34
1761,관악구 신림동 1481-2,서울 관악구 남부순환로144길 35,8771,126.913045725909,37.4797207981278,2.00,서울특별시관악구 신림동 1481-2
1762,관악구 신림동 1482-18,서울 관악구 난곡로61길 17,8771,126.913240497325,37.4802350569939,2.79,서울특별시관악구 신림동 1482-18
1763,관악구 신림동 1483-8,서울 관악구 난곡로61길 12,8771,126.91341619371,37.4805277434508,2.58,서울특별시관악구 신림동 1483-8
1764,관악구 신림동 1488-1,서울 관악구 남부순환로144길 24,8771,126.912627325946,37.4801792832124,3.60,서울특별시관악구 신림동 1488-1
1765,관악구 신림동 1491-7,서울 관악구 남부순환로142길 53,8771,126.912532557365,37.4790363733194,2.00,서울특별시관악구 신림동 1491-7
1766,관악구 신림동 1505-4,서울 관악구 남부순환로200나길 26,8780,126.936052937459,37.4835227001766,1.60,서울특별시관악구 신림동 1505-4
1767,관악구 신림동 1518-16,서울 관악구 신림로15길 18,8813,126.937041998231,37.469542355935,2.97,서울특별시관악구 신림동 1518-16
1768,관악구 신림동 1523-1,서울 관악구 신림로23길 16,8812,126.93449718467,37.4704190975676,2.00,서울특별시관악구 신림동 1523-1
1769,관악구 신림동 1550,서울 관악구 대학10길 18,8819,126.936582857362,37.4677522525129,2.50,서울특별시관악구 신림동 1550
1770,관악구 신림동 1556-14,서울 관악구 호암로22가길 24,8812,126.932985939335,37.4679530849635,1.80,서울특별시관악구 신림동 1556-14
1771,관악구 신림동 1562-10,서울 관악구 신림로21길 79,8820,126.934875925508,37.4668546380077,3.11,서울특별시관악구 신림동 1562-10
1772,관악구 신림동 1563-82,서울 관악구 미성5길 33,8865,126.915039991957,37.4730137828702,6.50,서울특별시관악구 신림동 1563-82
1773,관악구 신림동 1564-38,서울 관악구 쑥고개로2다길 8,8829,126.939858025141,37.4761795822524,2.42,서울특별시관악구 신림동 1564-38
1774,관악구 신림동 1572-2,서울 관악구 난곡로64길 74,8773,126.918765831586,37.4818117859406,2.10,서울특별시관악구 신림동 1572-2
1775,관악구 신림동 1578-38,서울 관악구 남부순환로172길 22,8773,126.924572733721,37.483132820171,5.60,서울특별시관악구 신림동 1578-38
1776,관악구 신림동 1627-8,서울 관악구 문성로 204,8842,126.92632615831,37.4789613546559,3.90,서울특별시관악구 신림동 1627-8
1777,관악구 신림동 1630-10,서울 관악구 문성로30길 7,8843,126.928254064199,37.4790348019717,2.50,서울특별시관악구 신림동 1630-10
1778,관악구 신림동 1638-1,서울 관악구 신원로 35,8776,126.928918636076,37.4822394616082,1.69,서울특별시관악구 신림동 1638-1
1779,관악구 신림동 1638-32,서울 관악구 신림로59길 23,8776,126.928550743172,37.4827001957191,1.30,서울특별시관악구 신림동 1638-32
1780,관악구 신림동 1641-85,서울 관악구 신림로50길 6,8778,126.932105766968,37.4793622522036,3.75,서울특별시관악구 신림동 1641-85
1781,관악구 신림동 1650-9,서울 관악구 조원로10길 3,8769,126.906366627269,37.4831832257453,2.60,서울특별시관악구 신림동 1650-9
1782,관악구 신림동 1655-17,서울 관악구 시흥대로 558-1,8769,126.901967370047,37.4827820424839,1.97,서울특별시관악구 신림동 1655-17
1783,관악구 신림동 1656,서울 관악구 조원로2길 13,8769,126.903435850976,37.4825102462272,4.10,서울특별시관악구 신림동 1656
1784,관악구 신림동 1669-3,서울 관악구 조원중앙로2길 8,8765,126.90524550642,37.480657255441,5.90,서울특별시관악구 신림동 1669-3
1785,관악구 신림동 1686,서울 관악구 미성길 122,8866,126.911763045766,37.4721459611276,5.08,서울특별시관악구 신림동 1686
1786,관악구 신림동 1693,서울 관악구 호암로 417,8848,126.927805429571,37.4608369090379,5.40,서울특별시관악구 신림동 1693
1787,관악구 신림동 1694,서울 관악구 신림로29길 3-20,8845,126.932280766666,37.4749935380104,7.45,서울특별시관악구 신림동 1694
1788,관악구 신림동 1695,서울 관악구 관천로 15-2,8775,126.929237392735,37.4805264748276,7.35,서울특별시관악구 신림동 1695
1789,관악구 신림동 1698,서울 관악구 호암로 541,8848,126.931028959884,37.4659934313186,3.70,서울특별시관악구 신림동 1698
1790,관악구 신림동 1703-1,서울 관악구 신림로3길 40,8816,126.942587158553,37.4668458417824,5.55,서울특별시관악구 신림동 1703-1
1791,관악구 신림동 1704-1,서울 관악구 광신길 160,8848,126.927949404295,37.466047276267,4.22,서울특별시관악구 신림동 1704-1
1792,관악구 신림동 1714,서울 관악구 호암로 399,8847,126.926129237992,37.46250743022,5.93,서울특별시관악구 신림동 1714
1793,관악구 신림동 1718,서울 관악구 관천로24길 3,8706,126.921922382389,37.4891219909489,5.85,서울특별시관악구 신림동 1718
1794,관악구 신림동 1726,서울 관악구 양지길 52-1,8846,126.927232587295,37.4707537172774,6.28,서울특별시관악구 신림동 1726
1795,관악구 신림동 1728,서울 관악구 조원로13길 36,8701,126.910495261784,37.4847156167784,7.30,서울특별시관악구 신림동 1728
1796,관악구 신림동 1730,서울 관악구 남부순환로 1430,8770,126.910484296891,37.4791218767665,9.00,서울특별시관악구 신림동 1730
1797,관악구 신림동 1734,서울 관악구 미성3길 16,8865,126.916318606825,37.4731882298145,5.50,서울특별시관악구 신림동 1734
1798,관악구 신림동 1735,서울 관악구 난곡로 55,8862,126.920038790033,37.4591090840362,5.79,서울특별시관악구 신림동 1735
1799,관악구 신림동 1735-1,서울 관악구 난곡로 30,8861,126.921208668907,37.4616571207165,6.77,서울특별시관악구 신림동 1735-1
1800,관악구 신림동 1746,서울 관악구 조원로 25,8700,126.9056068235,37.4840017278246,11.00,서울특별시관악구 신림동 1746
1801,관악구 신림동 251-101,서울 관악구 신림로11길 99,8817,126.938784837985,37.4660214001842,1.68,서울특별시관악구 신림동 251-101
1802,관악구 신림동 306-21,서울 관악구 호암로18가길 7,8821,126.932498096868,37.4651384090986,1.55,서울특별시관악구 신림동 306-21
1803,관악구 신림동 306-22,서울 관악구 호암로18가길 8,8821,126.932190091438,37.4651156173741,3.50,서울특별시관악구 신림동 306-22
1804,관악구 신림동 306-45,서울 관악구 호암로18다길 24,8821,126.933559155099,37.4645231691823,2.50,서울특별시관악구 신림동 306-45
1805,관악구 신림동 306-95,서울 관악구 호암로18가길 17,8821,126.932527900409,37.4646778291291,1.73,서울특별시관악구 신림동 306-95
1806,관악구 신림동 316-62,"",0,126.932663737284,37.4606810188504,10.66,서울특별시관악구 신림동 316-62
1807,관악구 신림동 377-12,서울 관악구 양지5길 40-2,8846,126.930002964375,37.4717552420156,7.35,서울특별시관악구 신림동 377-12
1808,관악구 신림동 405-6,서울 관악구 신림로 171,8845,126.93402416518,37.4744506747797,5.50,서울특별시관악구 신림동 405-6
1809,관악구 신림동 409-263,서울 관악구 서원8길 13,8844,126.931706818157,37.4764668089914,3.50,서울특별시관악구 신림동 409-263
1810,관악구 신림동 409-35,서울 관악구 서원길 18,8844,126.932570182972,37.4770030451044,3.45,서울특별시관악구 신림동 409-35
1811,관악구 신림동 409-45,서울 관악구 서원2길 6,8844,126.932504925336,37.4776593031127,4.25,서울특별시관악구 신림동 409-45
1812,관악구 신림동 409-78,서울 관악구 서원6길 6,8844,126.932349626304,37.476862631855,3.65,서울특별시관악구 신림동 409-78
1813,관악구 신림동 409-97,서울 관악구 서원4길 9,8844,126.932101237845,37.4771205384957,4.28,서울특별시관악구 신림동 409-97
1814,관악구 신림동 412-324,서울 관악구 문성로38나길 14,8843,126.929419333237,37.4761707445002,2.57,서울특별시관악구 신림동 412-324
1815,관악구 신림동 440-33,서울 관악구 남부순환로168다길 26,8773,126.923010573758,37.4804417609996,2.82,서울특별시관악구 신림동 440-33
1816,관악구 신림동 468-8,서울 관악구 조원로 180,8763,126.922083084982,37.4861579615901,3.10,서울특별시관악구 신림동 468-8
1817,관악구 신림동 470-7,서울 관악구 관천로15길 43,8704,126.920235759664,37.4863786471315,2.60,서울특별시관악구 신림동 470-7
1818,관악구 신림동 475-53,서울 관악구 신사로20길 13-7,8703,126.917751410623,37.488643699173,3.77,서울특별시관악구 신림동 475-53
1819,관악구 신림동 481-12,서울 관악구 남부순환로161나길 15,8763,126.919629862941,37.4854966001519,2.79,서울특별시관악구 신림동 481-12
1820,관악구 신림동 508-9,서울 관악구 관천로11길 120,8762,126.918334197121,37.483336084956,4.20,서울특별시관악구 신림동 508-9
1821,관악구 신림동 509-18,서울 관악구 남부순환로153길 22-9,8762,126.917159729982,37.4842155524957,2.70,서울특별시관악구 신림동 509-18
1822,관악구 신림동 518-19,서울 관악구 신사로 84,8701,126.912270205013,37.4860482776091,5.70,서울특별시관악구 신림동 518-19
1823,관악구 신림동 520-16,서울 관악구 조원로21길 6,8701,126.912690986962,37.4849332314179,2.90,서울특별시관악구 신림동 520-16
1824,관악구 신림동 529-11,서울 관악구 난곡로66가길 17,8761,126.91448360192,37.4832997530684,5.00,서울특별시관악구 신림동 529-11
1825,관악구 신림동 532-13,서울 관악구 조원로18길 13-3,8767,126.912505655375,37.4837825968931,4.05,서울특별시관악구 신림동 532-13
1826,관악구 신림동 542-4,서울 관악구 조원로16길 38,8767,126.911115473012,37.4824856388267,3.80,서울특별시관악구 신림동 542-4
1827,관악구 신림동 544-22,서울 관악구 조원중앙로2길 99,8766,126.910240571394,37.4819341908768,2.55,서울특별시관악구 신림동 544-22
1828,관악구 신림동 544-8,서울 관악구 남부순환로143길 15,8766,126.910675035082,37.4819635326133,3.45,서울특별시관악구 신림동 544-8
1829,관악구 신림동 546-7,서울 관악구 조원로14길 16,8766,126.909486329086,37.4829679732523,5.00,서울특별시관악구 신림동 546-7
1830,관악구 신림동 548-5,서울 관악구 조원로13길 24,8701,126.909720934056,37.4844736475511,3.20,서울특별시관악구 신림동 548-5
1831,관악구 신림동 551-41,서울 관악구 조원로13길 5,8701,126.908881469006,37.4840589898441,3.85,서울특별시관악구 신림동 551-41
1832,관악구 신림동 562-6,서울 관악구 남부순환로143가길 34,8766,126.908660208502,37.4824728640404,3.75,서울특별시관악구 신림동 562-6
1833,관악구 신림동 564-20,서울 관악구 조원중앙로2길 56,8766,126.907934544272,37.4812030500101,3.55,서울특별시관악구 신림동 564-20
1834,관악구 신림동 570-35,서울 관악구 조원중앙로 28,8765,126.906158355247,37.4818333498002,2.50,서울특별시관악구 신림동 570-35
1835,관악구 신림동 598-334,서울 관악구 법원단지3길 34,8850,126.919331646266,37.4756636872152,1.67,서울특별시관악구 신림동 598-334
1836,관악구 신림동 598-335,서울 관악구 법원단지5나길 42,8851,126.921317144671,37.4759269495413,1.80,서울특별시관악구 신림동 598-335
1837,관악구 신림동 598-50,서울 관악구 법원단지5다길 15,8850,126.920992385104,37.4772825718983,2.70,서울특별시관악구 신림동 598-50
1838,관악구 신림동 598-84,서울 관악구 법원단지5라길 3,8851,126.921885982517,37.4770577334839,1.90,서울특별시관악구 신림동 598-84
1839,관악구 신림동 600-3,서울 관악구 법원단지3길 21,8850,126.918659745218,37.475167581186,1.80,서울특별시관악구 신림동 600-3
1840,관악구 신림동 607-43,서울 관악구 난곡로38길 13-11,8849,126.917641336764,37.4750960563723,2.30,서울특별시관악구 신림동 607-43
1841,관악구 신림동 610-126,서울 관악구 법원단지길 127-7,8852,126.923551078092,37.4757049656301,1.72,서울특별시관악구 신림동 610-126
1842,관악구 신림동 610-152,서울 관악구 법원단지길 134,8853,126.924170280326,37.4755821065116,1.85,서울특별시관악구 신림동 610-152
1843,관악구 신림동 610-156,서울 관악구 법원단지28길 5,8853,126.924147674789,37.475353415748,1.70,서울특별시관악구 신림동 610-156
1844,관악구 신림동 610-166,서울 관악구 법원단지26길 10,8853,126.92373855881,37.4748878709892,1.08,서울특별시관악구 신림동 610-166
1845,관악구 신림동 610-196,서울 관악구 법원단지14길 11,8853,126.921865975493,37.4737963355782,2.00,서울특별시관악구 신림동 610-196
1846,관악구 신림동 610-213,서울 관악구 법원단지10길 26,8853,126.921729825625,37.4735071113832,2.50,서울특별시관악구 신림동 610-213
1847,관악구 신림동 610-252,서울 관악구 법원단지18길 19,8853,126.922879194353,37.4738442141429,2.45,서울특별시관악구 신림동 610-252
1848,관악구 신림동 610-271,서울 관악구 법원단지20길 29,8853,126.923510381867,37.4737054183832,1.65,서울특별시관악구 신림동 610-271
1849,관악구 신림동 610-309,서울 관악구 법원단지10길 102,8853,126.925278884518,37.4754600051485,1.70,서울특별시관악구 신림동 610-309
1850,관악구 신림동 610-324,서울 관악구 법원단지길 151-7,8852,126.924597939513,37.4763892342815,1.79,서울특별시관악구 신림동 610-324
1851,관악구 신림동 610-330,서울 관악구 법원단지33길 19,8852,126.923921751817,37.4767353290963,2.12,서울특별시관악구 신림동 610-330
1852,관악구 신림동 610-349,서울 관악구 법원단지32길 11,8853,126.924900481809,37.4754756230206,1.55,서울특별시관악구 신림동 610-349
1853,관악구 신림동 610-398,서울 관악구 법원단지28길 28,8853,126.924696118574,37.4744257264937,1.44,서울특별시관악구 신림동 610-398
1854,관악구 신림동 610-405,서울 관악구 법원단지24길 27,8853,126.924184512805,37.4741392386109,3.10,서울특별시관악구 신림동 610-405
1855,관악구 신림동 610-432,서울 관악구 법원단지5가길 53,8851,126.921929543363,37.4760462890188,2.45,서울특별시관악구 신림동 610-432
1856,관악구 신림동 610-562,서울 관악구 법원단지22길 17,8853,126.923479652803,37.4743506116666,0.95,서울특별시관악구 신림동 610-562
1857,관악구 신림동 610-72,서울 관악구 법원단지5가길 34,8852,126.921207255905,37.4753894240739,3.10,서울특별시관악구 신림동 610-72
1858,관악구 신림동 610-75,서울 관악구 법원단지5가길 28,8852,126.920880611324,37.4752090038696,1.99,서울특별시관악구 신림동 610-75
1859,관악구 신림동 610-76,서울 관악구 법원단지13길 24,8852,126.920773276459,37.4751476632906,2.95,서울특별시관악구 신림동 610-76
1860,관악구 신림동 610-80,서울 관악구 법원단지7길 23,8852,126.921030031423,37.4751347705263,3.35,서울특별시관악구 신림동 610-80
1861,관악구 신림동 610-98,서울 관악구 법원단지5가길 14,8852,126.920291283845,37.4748766758103,2.25,서울특별시관악구 신림동 610-98
1862,관악구 신림동 612-24,서울 관악구 법원단지9길 8,8852,126.92057212881,37.474319410177,1.02,서울특별시관악구 신림동 612-24
1863,관악구 신림동 612-52,서울 관악구 법원단지길 67-6,8852,126.92095730274,37.4742029876899,1.98,서울특별시관악구 신림동 612-52
1864,관악구 신림동 613-18,서울 관악구 법원단지2길 8,8852,126.919180215197,37.4739283290687,1.35,서울특별시관악구 신림동 613-18
1865,관악구 신림동 619-2,서울 관악구 난우2길 30,8853,126.920450608189,37.4734575124682,1.53,서울특별시관악구 신림동 619-2
1866,관악구 신림동 621-34,서울 관악구 난곡로32길 12,8854,126.920251911462,37.4721388404182,2.76,서울특별시관악구 신림동 621-34
1867,관악구 신림동 626-24,서울 관악구 난곡로34나길 18,8854,126.921534843831,37.4726143514369,2.00,서울특별시관악구 신림동 626-24
1868,관악구 신림동 629-15,서울 관악구 난곡로34길 70-7,8854,126.923005485906,37.4717361131351,1.98,서울특별시관악구 신림동 629-15
1869,관악구 신림동 661-60,서울 관악구 난곡로10길 24,8857,126.920799455854,37.4656579687428,2.70,서울특별시관악구 신림동 661-60
1870,관악구 신림동 676-26,서울 관악구 난향2길 5-10,8859,126.918220455056,37.4632061821042,3.74,서울특별시관악구 신림동 676-26
1871,관악구 신림동 679-14,서울 관악구 난곡로 95-10,8859,126.918266467453,37.4642376918239,2.20,서울특별시관악구 신림동 679-14
1872,관악구 신림동 685-189,서울 관악구 난곡로11가길 32-1,8859,126.91732171742,37.4641328776987,1.62,서울특별시관악구 신림동 685-189
1873,관악구 신림동 706-8,서울 관악구 난곡로31길 6-15,8858,126.918935650821,37.4717640255219,3.20,서울특별시관악구 신림동 706-8
1874,관악구 신림동 707-6,서울 관악구 난곡로31길 6-7,8858,126.91914949365,37.4716982180845,3.00,서울특별시관악구 신림동 707-6
1875,관악구 신림동 707-8,서울 관악구 난곡로31길 10,8858,126.919046656832,37.4715601129094,2.20,서울특별시관악구 신림동 707-8
1876,관악구 신림동 711-63,서울 관악구 난곡로25길 11,8858,126.919233400496,37.470413254553,2.00,서울특별시관악구 신림동 711-63
1877,관악구 신림동 721-2,서울 관악구 난곡로35길 28-5,8858,126.916922731166,37.4708484624297,3.70,서울특별시관악구 신림동 721-2
1878,관악구 신림동 728-6,서울 관악구 미성3길 12-5,8865,126.916457568266,37.473674513106,3.62,서울특별시관악구 신림동 728-6
1879,관악구 신림동 736-6,서울 관악구 미성10길 65,8866,126.911431181322,37.4709595329272,0.70,서울특별시관악구 신림동 736-6
1880,관악구 신림동 760-15,서울 관악구 난곡로49길 17-8,8864,126.914415967132,37.4768757808929,3.50,서울특별시관악구 신림동 760-15
1881,관악구 신림동 763-61,서울 관악구 난곡로47길 10,8864,126.914878932224,37.4768705290618,1.95,서울특별시관악구 신림동 763-61
1882,관악구 신림동 87-93,서울 관악구 신림로58가길 23,8778,126.931936502746,37.4818724557795,3.45,서울특별시관악구 신림동 87-93
1883,관악구 신림동 89-8,서울 관악구 신림로56길 16,8778,126.930955075202,37.4811863087583,3.85,서울특별시관악구 신림동 89-8
1884,관악구 신림동 92-331,서울 관악구 신림로48길 52-7,8781,126.935032538388,37.4794625582307,1.20,서울특별시관악구 신림동 92-331
1885,관악구 신림동 94-208,서울 관악구 쑥고개로 9,8783,126.938139354588,37.477585351029,1.37,서울특별시관악구 신림동 94-208
1886,관악구 신림동 98-135,서울 관악구 복은7길 23,8835,126.940997619165,37.4754443922822,3.00,서울특별시관악구 신림동 98-135
1887,관악구 신림동 98-357,서울 관악구 서림1길 57,8829,126.941049576765,37.4757915772639,2.30,서울특별시관악구 신림동 98-357
1888,광진구 광장동 102,서울 광진구 아차산로78길 75,4969,127.110947204792,37.5516194181635,2.50,서울특별시광진구 광장동 102
1889,광진구 광장동 108,서울 광진구 아차산로78길 56,4969,127.110030934525,37.5514205243398,1.39,서울특별시광진구 광장동 108
1890,광진구 광장동 117,서울 광진구 아차산로78길 47,4969,127.109552473566,37.5513500606989,7.80,서울특별시광진구 광장동 117
1891,광진구 광장동 121,서울 광진구 아차산로78길 7,4969,127.109302231042,37.5503995596063,18.40,서울특별시광진구 광장동 121
1892,광진구 광장동 127,서울 광진구 아차산로78길 110,4969,127.110205798949,37.5501282401338,5.00,서울특별시광진구 광장동 127
1893,광진구 광장동 148-4,서울 광진구 아차산로78길 10,4969,127.108873720121,37.5496541994049,10.25,서울특별시광진구 광장동 148-4
1894,광진구 광장동 218-1,서울 광진구 아차산로 552,4971,127.104188607133,37.5431587122415,22.50,서울특별시광진구 광장동 218-1
1895,광진구 광장동 247-13,서울 광진구 아차산로75길 41,4968,127.102965097914,37.5467204428738,2.10,서울특별시광진구 광장동 247-13
1896,광진구 광장동 250,서울 광진구 아차산로 599,4968,127.10483401307,37.5469362093814,14.00,서울특별시광진구 광장동 250
1897,광진구 광장동 453-1,서울 광진구 아차산로 544,4971,127.102070105349,37.5423978665881,10.88,서울특별시광진구 광장동 453-1
1898,광진구 광장동 484,서울 광진구 광나루로 635,4974,127.098604360419,37.5406210672303,11.15,서울특별시광진구 광장동 484
1899,광진구 광장동 554-7,서울 광진구 아차산로70길 61,4973,127.100097759202,37.5397148467697,13.70,서울특별시광진구 광장동 554-7
1900,광진구 광장동 561,서울 광진구 아차산로70길 17-17,4971,127.103268296381,37.541501051299,14.00,서울특별시광진구 광장동 561
1901,광진구 광장동 565,서울 광진구 아차산로 522,4974,127.099671092254,37.541939865593,16.40,서울특별시광진구 광장동 565
1902,광진구 광장동 566,서울 광진구 아차산로 499,4984,127.096292344384,37.542465879397,10.80,서울특별시광진구 광장동 566
1903,광진구 광장동 567,서울 광진구 아차산로76길 27,4969,127.10855459915,37.5470812420491,13.80,서울특별시광진구 광장동 567
1904,광진구 광장동 569,서울 광진구 아차산로 508,4974,127.098475191227,37.5416047961619,15.40,서울특별시광진구 광장동 569
1905,광진구 광장동 570,서울 광진구 아차산로 540,4974,127.100947566847,37.5423571152711,11.80,서울특별시광진구 광장동 570
1906,광진구 광장동 576,서울 광진구 아차산로 503,4984,127.09773245669,37.5424699220874,13.72,서울특별시광진구 광장동 576
1907,광진구 광장동 577,서울 광진구 아차산로 549,4983,127.101527301469,37.5441456421547,16.65,서울특별시광진구 광장동 577
1908,광진구 광장동 578,서울 광진구 광나루로 579,4984,127.094011537775,37.5437532629126,12.25,서울특별시광진구 광장동 578
1909,광진구 광장동 579,서울 광진구 아차산로69길 29,4984,127.097060033898,37.5431191961495,20.30,서울특별시광진구 광장동 579
1910,광진구 광장동 581,서울 광진구 광나루로 595,4984,127.095246940713,37.54257313525,23.90,서울특별시광진구 광장동 581
1911,광진구 광장동 582,서울 광진구 아차산로 537-17,4983,127.099564904065,37.5431780182608,16.60,서울특별시광진구 광장동 582
1912,광진구 구의동 199-8,서울 광진구 아차산로 480,5117,127.095232480401,37.5404564288976,2.38,서울특별시광진구 구의동 199-8
1913,광진구 구의동 204-32,서울 광진구 구의로16길 36,5033,127.092354483154,37.543108373912,4.80,서울특별시광진구 구의동 204-32
1914,광진구 구의동 21-24,서울 광진구 영화사로16길 34-12,4957,127.095920977184,37.5538603880058,2.85,서울특별시광진구 구의동 21-24
1915,광진구 구의동 21-30,서울 광진구 영화사로16길 34-10,4957,127.09607972373,37.5539234188652,2.10,서울특별시광진구 구의동 21-30
1916,광진구 구의동 210-10,서울 광진구 광나루로52길 64-3,5046,127.092167182646,37.539959076601,3.50,서울특별시광진구 구의동 210-10
1917,광진구 구의동 210-19,서울 광진구 구의로4길 44-10,5046,127.09187505231,37.5401620291758,3.83,서울특별시광진구 구의동 210-19
1918,광진구 구의동 22-12,서울 광진구 영화사로16길 14,4957,127.095536819856,37.5543490401211,2.05,서울특별시광진구 구의동 22-12
1919,광진구 구의동 220-36,서울 광진구 구의로 14-1,5045,127.089765819744,37.5392186827974,5.92,서울특별시광진구 구의동 220-36
1920,광진구 구의동 221-69,서울 광진구 자양로26길 92-6,5041,127.08875039358,37.5401489216739,3.10,서울특별시광진구 구의동 221-69
1921,광진구 구의동 226-21,서울 광진구 구의로11길 3,5032,127.089991884683,37.5432615659281,3.10,서울특별시광진구 구의동 226-21
1922,광진구 구의동 226-64,서울 광진구 구의로 57-1,5032,127.090119594297,37.5431324454431,3.00,서울특별시광진구 구의동 226-64
1923,광진구 구의동 227-16,서울 광진구 아차산로65길 90,5033,127.090605399516,37.542878442401,3.28,서울특별시광진구 구의동 227-16
1924,광진구 구의동 23-31,서울 광진구 영화사로16나길 5,4957,127.096919264104,37.5535156620218,3.20,서울특별시광진구 구의동 23-31
1925,광진구 구의동 237-16,서울 광진구 자양로28가길 24,5038,127.085576763658,37.5433228724601,5.77,서울특별시광진구 구의동 237-16
1926,광진구 구의동 239-48,서울 광진구 자양로28길 73-10,5037,127.088475550133,37.5421584470161,2.80,서울특별시광진구 구의동 239-48
1927,광진구 구의동 239-7,서울 광진구 자양로30길 68,5037,127.088502154277,37.5429353588104,3.00,서울특별시광진구 구의동 239-7
1928,광진구 구의동 24-8,서울 광진구 자양로52길 25-9,4956,127.094939617017,37.5527463767692,1.57,서울특별시광진구 구의동 24-8
1929,광진구 구의동 24-9,서울 광진구 자양로54길 40,4956,127.095118264415,37.5527985809591,1.80,서울특별시광진구 구의동 24-9
1930,광진구 구의동 241-43,서울 광진구 자양로26길 70,5041,127.087801970539,37.5406330169821,4.00,서울특별시광진구 구의동 241-43
1931,광진구 구의동 243-2,서울 광진구 자양로18길 96,5044,127.088796889478,37.5385194285302,1.40,서울특별시광진구 구의동 243-2
1932,광진구 구의동 246-1,서울 광진구 아차산로55길 11,5044,127.086394239893,37.5379679066242,3.82,서울특별시광진구 구의동 246-1
1933,광진구 구의동 246-14,서울 광진구 아차산로 375,5044,127.084382917583,37.5370438536158,1.65,서울특별시광진구 구의동 246-14
1934,광진구 구의동 248-42,서울 광진구 자양로22길 43,5040,127.085769804776,37.539765766541,2.45,서울특별시광진구 구의동 248-42
1935,광진구 구의동 248-7,서울 광진구 아차산로55길 57-3,5040,127.086218624132,37.5400213236368,2.55,서울특별시광진구 구의동 248-7
1936,광진구 구의동 25-11,서울 광진구 자양로52길 15-9,4956,127.094427876471,37.553293062035,3.40,서울특별시광진구 구의동 25-11
1937,광진구 구의동 25-18,서울 광진구 자양로52길 21-11,4956,127.094737736157,37.5532037051557,1.90,서울특별시광진구 구의동 25-18
1938,광진구 구의동 251-16,서울 광진구 자양로 154-11,5039,127.084544893846,37.5413104226921,3.35,서울특별시광진구 구의동 251-16
1939,광진구 구의동 251-177,서울 광진구 자양로 154,5039,127.083963812744,37.5412695715072,2.80,서울특별시광진구 구의동 251-177
1940,광진구 구의동 251-34,서울 광진구 자양로 138,5039,127.083488515628,37.5399987781768,1.50,서울특별시광진구 구의동 251-34
1941,광진구 구의동 26-3,서울 광진구 자양로50가길 37,4956,127.094257159763,37.5536078268127,1.80,서울특별시광진구 구의동 26-3
1942,광진구 구의동 26-7,서울 광진구 자양로52길 7,4956,127.093811949036,37.5531581330539,2.75,서울특별시광진구 구의동 26-7
1943,광진구 구의동 29-18,서울 광진구 자양로49길 26,4955,127.091660583375,37.553152704859,5.80,서울특별시광진구 구의동 29-18
1944,광진구 구의동 30-23,서울 광진구 자양로51길 11-7,4955,127.092653433657,37.5533445632463,5.65,서울특별시광진구 구의동 30-23
1945,광진구 구의동 50-23,서울 광진구 자양로47길 7,4954,127.091879355616,37.5520586334214,3.97,서울특별시광진구 구의동 50-23
